Building#,Altitude,BuildingHeight,BuildingWidth,NestHeight,SquareArea,AveNoise,temp,prec,win,nd,npp,pop,lon,lat,NestCount,NestD1,AvilNest,AvaNR2,gdpp,NestHeightR,DensityR,AvaNR,light,urban,ID
Shizijie Community Building 48,1697.29,21,40,12.875,1350,54,14.87,30,2.43,1722,4.7367199051962e-10,1614.197876,104.18,36.56,7,0,22,0.9625,3.216234269,3.86655,0.175,0.55,60,0.749440789222717,10437
Provincial Construction Bank Family Quarters Building 1,1510.48,23,60,11.33333333,2400,57,16.3,42.83,1.8,2745,4.39406039332013e-10,7362.664551,103.84,36.05,5,0,15,0.666666667,6.621804697,3.4,0.083333333,0.25,62,0.938998997211456,10436
Shengmusi Family Quarters Building 2,1490.78,18,70,6.5,1600,51,16.17,43.5,1.7,3284,4.00107530440508e-10,6850.975586,103.74,36.07,3,0,10,0.428571429,6.621804697,2.1,0.042857143,0.142857143,62,0.892662048339844,10436
Shengshi Hua'an,58,78,45,13.5,3200,41,20.12,66,2.4,2679,3.27030652558236e-10,2083.497559,114.57,38.16,3,1,18,5.2,5.339318905,2.1375,0.066666667,0.4,62,0.916078567504883,11538
Shengshi Longyuan,677,69,15,10.5,750,43,13.82,63,2.98,6393,-8.78E-11,63.60792923,116.64,41.29,2,1,8,6.133333333,2.668889209,2.625,0.133333333,0.533333333,8,0.298837214708328,11741
Shengshi Taoyuan,1128,21,60,10.5,1700,52,17.28,71.5,1.68,3813,1.40447919960707e-09,12619.66602,105.73,34.58,3,1,12,0.7,2.23442611,2.50005,0.05,0.2,61,0.878099918365479,10635
Shengshi Taoyuan 2,1119,39,60,10.5,1600,49,17.28,71.5,1.68,3813,1.40447919960707e-09,12619.66602,105.73,34.58,5,1,20,1.083333333,2.23442611,2.55,0.083333333,0.333333333,61,0.878099918365479,10635
Shengxin Jiayuan,52,15,50,10.5,450,49,20.15,61.5,2.43,3651,4.28234336879996e-10,2560.021729,114.85,38.03,10,0,48,1.2,5.282647592,2.37525,0.2,0.96,58,0.933753490447998,11538
Crossroad Standalone Building 3,0,9,9,4.5,1600,50,18.93,89,2.83,3719,-1.43E-10,4091.430176,118.19,39.66,1,0.5,1,0.333333333,9.342985078,4.5,0.111111111,0.111111111,63,0.911015033721924,11840
Shichengshu Building 10,1076,54,20,12,1600,49,16.35,25.67,2.65,3985,7.56520887601475e-11,2247.632813,106.27,38.45,7,0.5,10,1.8,6.870651127,8.1,0.35,0.5,63,0.754781007766724,10638
Shichengshu Building 7,1076,90,80,8,5200,49,16.35,25.67,2.65,3985,7.56520887601475e-11,2247.632813,106.27,38.45,7,1,19,0.870833333,6.870651127,3.0583,0.0875,0.2375,63,0.754781007766724,10638
Shichengshu Phase II Building 3,1062,33,40,6,3500,58,16.35,25.67,2.65,3985,7.56520887601475e-11,2247.632813,106.27,38.45,1,1,5,1.375,6.870651127,1.2,0.025,0.125,63,0.754781007766724,10638
Shichengshu Building 5,1075,33,35,13,3000,47,16.35,25.67,2.65,3985,7.56520887601475e-11,2247.632813,106.27,38.45,4,0,9,0.942857143,6.870651127,4.3329,0.114285714,0.257142857,63,0.754781007766724,10638
Shichengshu Building 1,1073,30,100,15,6500,45,16.35,25.67,2.65,3985,7.56520887601475e-11,2247.632813,106.27,38.45,4,1,14,0.466666667,6.870651127,4.1665,0.04,0.14,63,0.754781007766724,10638
Shipinchang Family Quarters Building 4,1034,43,20,9.333333333,300,55,14.95,49.5,3.03,2055,-3.56E-11,2576.150879,113.29,40.07,4,1,15,3.5,4.411076668,2.733333333,0.2,0.75,63,0.940859019756317,11340
Shiji Hongyuan Area II,671,21,37,13.5,592,53,17.8,58.67,2.55,2738,1.14065555611997e-10,1453.12085,113.6,37.86,9,0,24,1.135135135,5.629102658,4.725,0.243243243,0.648648649,61,0.879434108734131,11438
Shiji Hongyuan Area II 10,685,21,50,13,850,53,17.8,58.67,2.55,2738,1.14065555611997e-10,1453.12085,113.6,37.86,6,0,18,0.84,5.629102658,4.001,0.12,0.36,61,0.879434108734131,11438
Shiji Garden Area B 1,1334,42.5,51,7.5,5684,48,14.82,59.5,2.18,5126,1.11149389692144e-09,156.7866516,106.67,35.56,4,1,18,2,2.575777329,1.66675,0.078431373,0.352941176,60,0.706566214561462,10736
Shiji Garden Area B 2,1334,42.5,58,11.25,4656,37,15,60,2.13,3772,1.11149389692144e-09,11445.50684,106.67,35.55,2,1,12,1.75862069,2.575777329,1.875375,0.034482759,0.206896552,61,0.854307651519775,10736
Shiji Garden Area B 3,1334,42.5,56,10,4136,44,15,60,2.13,3772,1.11149389692144e-09,11445.50684,106.67,35.55,2,1,6,1.821428571,2.575777329,3.333,0.035714286,0.107142857,61,0.854307651519775,10736
Shiji Garden Area C 1,1318,39,47,9,2144,40,15.07,60.17,2.12,3772,1.11149389692144e-09,11620.42773,106.68,35.55,3,1,16,2.553191489,2.575777329,1.53125,0.063829787,0.340425532,61,0.813864469528198,10736
Shiji Garden Area C 2,1318,39,63,10.3,3840,40,15.07,60.17,2.12,3772,1.11149389692144e-09,11620.42773,106.68,35.55,4,1,16,1.904761905,2.575777329,2.4125,0.063492063,0.253968254,61,0.813864469528198,10736
Shimao Jingzuan Block C,1024,85,25,17,3500,55,14.63,38.67,3.13,2695,-4.40E-11,19136.15625,111.69,40.83,6,0.5,17,4.76,8.127158237,5.65625,0.24,0.68,63,0.924699187278748,11241
Shirensheju Community,905,18,55,10.5,1980,59,16.77,58,2.48,4171,4.80922697498887e-11,4088.231445,111.13,37.53,8,0,24,0.654545455,4.525735553,3.10875,0.145454545,0.436363636,60,0.869727492332458,11138
Shiwei Dangxiao (Party School),1111,22,61,8.5,1491,55.7,17.37,71.5,1.68,3883,1.43558154253043e-09,1175.71582,105.76,34.58,2,0,13,0.745901639,2.23442611,1.33365,0.032786885,0.213114754,59,0.858422935009003,10635
Shiwei Shizhengfu Family Building,914,15,27,12,405,55,16.72,60.17,2.43,4171,4.80922697498887e-11,4088.231445,111.14,37.52,7,0,15,1.111111111,4.525735553,5.4,0.259259259,0.555555556,60,0.864429831504822,11138
Shuxiang Huoguo,1881,13,30,10,1400,58,12.28,51.17,2.17,3589,6.86232182189883e-10,615.0826416,104.61,35.57,2,1,14,0.7,1.748585732,1.6444,0.066666667,0.466666667,56,0.763671278953552,10536
Shuangshuiwan Community,849,62,100,12,2400,52,17.03,55.67,2.45,2770,1.85207613134786e-10,40642.88281,112.51,37.86,8,1,35,2.333333333,7.830320956,2.7059,0.08,0.35,63,0.93959641456604,11338
Shuangyiyuan Building 2,1072,48,30,6,2800,47,16.35,25,2.72,3985,7.56520887601475e-11,2247.632813,106.27,38.44,3,0.5,6,1.6,6.870651127,3.5001,0.1,0.2,63,0.734622895717621,10638
Shuangyiyuan Building 4,1081,48,30,12,1600,52,16.35,25,2.72,3985,7.56520887601475e-11,2247.632813,106.27,38.44,3,0.5,7,1.866666667,6.870651127,3.62475,0.1,0.233333333,63,0.734622895717621,10638
Shui'an Meijing Building 6,55,81,90,29.07692308,38700,66,20.12,66.17,2.32,3114,3.52209678089466e-10,4894.630859,114.42,37.99,38,1,130,3,5.282647592,6.738461538,0.422222222,1.444444444,60,0.858714699745178,11438
Shui'an Shiji Block D,1028,67,70,8,2000,53,14.88,38.83,3.15,2695,-4.25E-11,35443.32813,111.65,40.81,6,1,22,2.40952381,8.127158237,2.152833333,0.085714286,0.314285714,63,0.919885158538818,11241
Shuidian Shejiyuan Family Quarters Building 3,1450.29,27,60,7.166666667,1500,68,16.3,42.83,1.8,2745,4.39406039332013e-10,7362.664551,103.84,36.05,4,0.5,13,0.65,6.621804697,2.341666667,0.066666667,0.216666667,62,0.938998997211456,10436
Shuijingyuan Building 1,656,21,20,12,10000,67,17.87,59.17,2.6,3797,1.14065555611997e-10,1453.120728,113.63,37.85,4,0,16,2.8,5.629102658,2.625,0.2,0.8,57,0.812971353530884,11438
Shuijingyuan Building 4,656,21,20,12,1e+05,67,17.87,59.17,2.6,3797,1.14065555611997e-10,1453.120728,113.63,37.85,4,1,5,0.875,5.629102658,10.50015,0.2,0.25,57,0.812971353530884,11438
Shuijing Huayuan 603,0,36,59,20.33333333,2700,40,18.9,89.67,2.98,4048,-1.09E-10,2112.590576,118.1,39.56,16,1,80,1.807909605,9.342985078,6.3498,0.271186441,1.355932203,63,0.926789224147797,11840
Shuili Community,785,19,60,10.65,4800,52,17.08,54.83,2.43,2770,1.85207613134786e-10,41193.37109,112.52,37.86,5,0,17,0.85,7.830320956,2.9916,0.083333333,0.283333333,63,0.93959641456604,11338
Shuiquanwan Longyuan Building 13,1010,74,70,12.5,8500,54,14.92,46.33,3.05,1749,-3.56E-11,2495.42749,113.31,40.07,4,1,13,2.507142857,4.411076668,4.244425,0.057142857,0.185714286,63,0.921070635318756,11340
Shuiquanwan Longyuan Building 17,1026,74,70,9.275,6500,51,14.92,46.33,3.05,1749,-3.56E-11,2495.42749,113.31,40.07,7,1,22,2.121428571,4.411076668,3.176525,0.1,0.314285714,63,0.921070635318756,11340
Shuiyue Community,0,16,50,11.75,650,55,20.02,71.5,2.75,3609,4.07707173577521e-10,423.7531128,116.85,38.31,4,1,9,0.54,5.067812589,4.775,0.08,0.18,62,0.929621338844299,11738
Sihexing Community West Area Building 16,1030,65,40,18.7,4800,51,14.82,38.83,3.17,2695,-4.25E-11,9606.123047,111.65,40.82,16,0.5,55,6.05,8.127158237,4.9084,0.4,1.375,63,0.932102501392365,11241
Sihexing Community West Area Building 17,1030,49,25,10,900,56,14.82,38.83,3.17,2695,-4.25E-11,9606.123047,111.65,40.82,2,0.5,4,2.56,8.127158237,5,0.08,0.16,63,0.932102501392365,11241
Siji Garden 1,787,18,55,12,1300,52,17.07,52.83,2.47,2432,1.85207613134786e-10,22637.86523,112.51,37.85,4,0,30,1.090909091,7.830320956,1.7,0.072727273,0.545454545,63,0.93134069442749,11338
Siji Garden 2,787,18,65,13.5,1400,52,17.07,52.83,2.47,2432,1.85207613134786e-10,22637.86523,112.51,37.85,11,1,48,1.107692308,7.830320956,3.3123,0.169230769,0.738461538,63,0.93134069442749,11338
Siji Garden 3,787,18,25,16.5,540,52,17.07,52.83,2.47,2432,1.85207613134786e-10,22637.86523,112.51,37.85,3,0,13,1.56,7.830320956,3.64305,0.12,0.52,63,0.93134069442749,11338
Sijingyuan Court,656,21,73,15,1825,51,17.65,58.83,2.55,2738,1.14065555611997e-10,530.7810059,113.61,37.87,9,1,20,0.479452055,5.629102658,6.6,0.123287671,0.273972603,60,0.828179180622101,11438
Sinan Community Building 3,1085,18,70,11,80,31,16.35,26,2.62,3985,7.56520887601475e-11,2247.632813,106.28,38.45,5,0.5,18,0.514285714,6.870651127,2.55,0.071428571,0.257142857,63,0.834824919700623,10638
Sinan Community Building 4,1083,18,90,13.33333333,1600,36,16.35,26,2.62,3985,7.56520887601475e-11,2247.632813,106.28,38.45,4,0,24,0.533333333,6.870651127,2.058466667,0.044444444,0.266666667,63,0.834824919700623,10638
Taihongyuan Building 2,1040,47,30,18.5,2100,61,14.95,49.5,3.03,2055,-3.56E-11,2576.150879,113.29,40.07,3,1,8,2,4.411076668,4.625,0.1,0.266666667,63,0.940859019756317,11340
Taihongyuan Building 3,1040,47,30,17,2100,61,14.95,49.5,3.03,2055,-3.56E-11,2576.150879,113.29,40.07,9,1,20,2.5,4.411076668,6.7428,0.3,0.666666667,63,0.940859019756317,11340
Taihua Shucaiyuan,944,36,49,12,1323,55,16.72,60.17,2.43,4171,4.80922697498887e-11,4088.231445,111.14,37.52,8,0,18,1.469387755,4.525735553,5.851,0.163265306,0.367346939,60,0.864429831504822,11138
Tangjuyuan Area 2,676,21,20,10.5,2000,61,17.6,59.5,2.47,4420,1.19538018372722e-10,15762.37402,113.58,37.84,3,1,16,2.8,5.629102658,2.0625,0.15,0.8,60,0.88805764913559,11438
Taoci Community Building 3,1079,52,30,10.5,1000,55,15.73666667,28.05666667,2.81,3940.666667,7.10019126826111e-11,1499.672828,106.5933333,38.46,5,1,17,3.4,6.870651127,2.5779,0.166666667,0.566666667,8,0.198937475681305,10738
Tianli Garden Building 1,1196.7,19,95,13.83333333,4400,49,16.22,24.83,2.43,5576,2.53585569209847e-10,2074.056885,105.21,37.52,7,1,26,0.547368421,4.125411304,3.641666667,0.073684211,0.273684211,59,0.816579818725586,10538
Tianli Garden Building 2,1187.77,19,95,11,3300,49,16.15,24.67,2.5,5576,2.53585569209847e-10,1299.382446,105.22,37.52,6,1,26,0.547368421,4.125411304,2.3,0.063157895,0.273684211,58,0.796175718307495,10538
Tianli Garden Building 4,1197.91,19,95,17,3300,52,16.15,24.67,2.5,5576,2.53585569209847e-10,1299.382446,105.22,37.52,6,0,15,0.473684211,4.125411304,6.1,0.063157895,0.157894737,58,0.796175718307495,10538
Tianlin Jinshuiwan,1122,65,60,7.5,4200,45,17.32,71.5,1.68,3813,1.40447919960707e-09,22542.23438,105.74,34.58,2,1,12,2.6,2.23442611,1.25025,0.033333333,0.2,61,0.899328052997589,10635
Tianquan Jiamei Building 1-2,723,21,40,9,2000,58,17.47,60,2.55,3797,1.3376839913537e-10,2848.126709,113.62,37.81,1,1,4,0.7,3.745575192,2.25,0.025,0.1,57,0.836773157119751,11438
Tianquan Jiamei Building 2,723,36,40,12,2000,58,17.47,60,2.55,3797,1.3376839913537e-10,2848.126709,113.62,37.81,1,0,2,0.6,3.745575192,6,0.025,0.05,57,0.836773157119751,11438
Tianrunyuan Community Building 1,1651,21,80,18,2200,59,15.08,30,2.47,2081,4.7367199051962e-10,2151.73999,104.17,36.54,2,0,8,0.7,3.216234269,4.5,0.025,0.1,62,0.858234941959381,10437
Tianshui Road Community Building 1,1470,15,50,12,3500,54,16.28,42.83,1.8,2289,4.39406039332013e-10,14405.67285,103.85,36.05,5,0,10,0.5,6.621804697,6.3,0.1,0.2,63,0.937584817409515,10436
Tianwei Hotel,1143,28,29,10.5,2835,49.8,17.28,71.5,1.68,3813,1.40447919960707e-09,18316.16406,105.72,34.58,1,0.5,8,2.75862069,2.23442611,1.3125,0.034482759,0.275862069,61,0.878099918365479,10635
Tielu Xincun Xinyuan Residential Community Building 1,1481,24,50,6,1400,51,16.2,43.17,1.82,2745,4.39406039332013e-10,8028.291016,103.84,36.04,1,0,2,0.32,6.621804697,3,0.02,0.04,62,0.926468372344971,10436
Tielu Xincun Xinyuan Residential Community Building 2,1485,15,70,13.5,1600,60,16.2,43.17,1.82,2745,4.39406039332013e-10,8028.291016,103.84,36.04,4,1,13,0.464285714,6.621804697,3.75,0.057142857,0.185714286,62,0.926468372344971,10436
Tienanlou 5,0,11.5,60,9,2800,40,18.9,89.67,2.98,4048,-1.09E-10,2112.590576,118.1,39.56,1,1,3,0.2,9.342985078,2.9997,0.016666667,0.05,63,0.926789224147797,11840
Tongcheng Yijing 3,1043,72.8,50,13.06666667,3575,54,15.03,49.33,2.97,2055,-3.56E-11,3921.418945,113.26,40.07,4,0,13,2.253333333,4.411076668,3.686666667,0.08,0.26,63,0.924022138118744,11340
Tuanjie Community North Area Building 18,1044,15,80,9,3300,48,15.5,72.17,2.68,7877,-1.17E-10,87.89920807,117.72,40.84,6,0,20,0.416666667,8.127158237,2.3811,0.075,0.25,7,0.358076125383377,11841
Tuanjie Community North Area Building 27,1040,15,50,12,1400,50,14.27,36.33,3.17,2350,-4.39E-11,9328.251953,111.72,40.84,4,1,13,0.433333333,8.127158237,3.75,0.08,0.26,63,0.881061494350433,11241
Tuanjie Community North Area Jiaheju,1054,18,60,12,2400,55,14.27,36.33,3.17,2350,-4.39E-11,9328.251953,111.72,40.84,6,0,46,0.92,8.127158237,1.65858,0.1,0.766666667,63,0.881061494350433,11241
Tuanjie Community East Area A-3 Building,1052,18,40,6,1200,49,14.27,36.33,3.17,2350,-4.39E-11,9328.251953,111.72,40.84,2,0,7,1.05,8.127158237,1.7142,0.05,0.175,63,0.881061494350433,11241
Wancheng Huafu Building 12,1043,75,40,15,3300,57,15.02,49.83,3,2055,-3.56E-11,3385.910889,113.27,40.07,3,0,5,2.875,4.411076668,9,0.075,0.125,63,0.939226984977722,11340
Wancheng Huafu Building 14,1046,25,120,7,4550,55,15.02,49.83,3,2055,-3.56E-11,3385.910889,113.27,40.07,8,0,30,2,4.411076668,1.8669,0.066666667,0.25,63,0.939226984977722,11340
Wancheng Huafu Phase 2,1047,76,70,16.5,9600,50,14.98,49.83,3.02,2055,-3.56E-11,3039.153076,113.28,40.07,3,1,15,2.678571429,4.411076668,3.1611,0.042857143,0.214285714,63,0.944855093955994,11340
Wanfu Jiayuan,783,39,70,19,2450,61,16.82,55,2.48,5455,-9.45E-12,7039.257813,112.72,38.44,4,1,18,1.114285714,3.846571398,3.8337,0.057142857,0.257142857,63,0.8939169049263,11338
Wanhe Huafu Building 6,83,48,40,24.66666667,2400,67,19.87,65.83,2.28,2703,3.52209678089466e-10,798.7449951,114.45,37.94,11,1,36,1.6,5.282647592,7.166666667,0.275,0.9,45,0.868285059928894,11438
Wanjia Yuan Community,687,18,20,9,12000,54,17.7,59.67,2.47,4420,1.14065555611997e-10,244.5931702,113.59,37.84,7,0,12,1.2,5.629102658,5.25,0.35,0.6,60,0.863310754299164,11438
Wansheng Garden,1735,22,70,13,1600,54,15.05,30.17,2.45,2081,4.7367199051962e-10,2220.569336,104.18,36.54,1,0,4,0.4,3.216234269,3.25,0.014285714,0.057142857,61,0.884595394134521,10437
Wangxian West Road No.17,1660,18,30,7.5,1000,41,15.08,30,2.47,2081,4.7367199051962e-10,2151.73999,104.17,36.54,2,1,6,0.6,3.216234269,2.49975,0.066666667,0.2,62,0.858234941959381,10437
"Weichang Jiutai Construction and Installation Co., Ltd.",847,18,69,16.5,2622,54,14.2,59.17,2.88,5260,-1.14E-10,430.1930542,117.76,41.94,4,0,7,0.304347826,3.650224215,9.24975,0.057971014,0.101449275,50,0.79274970293045,11842
Weishengju Residential Building 2,1204.74,15,10,6,150,56,16.4,24.5,2.5,5411,2.53585569209847e-10,862.8996582,105.18,37.51,2,0.5,3,1.5,4.125411304,4.0002,0.2,0.3,61,0.629029631614685,10538
Wenxinyuan Court,797,18,67,12.75,2010,85,16.82,55,2.48,5455,-9.45E-12,7039.257813,112.72,38.44,6,1,24,0.537313433,3.846571398,2.875125,0.089552239,0.358208955,63,0.8939169049263,11338
Wenfengyuan Court,894,93,60,10.5,2400,51,16.73,58.33,2.45,4171,4.80922697498887e-11,505.7052002,111.13,37.55,5,0,20,5.166666667,4.525735553,2.55,0.083333333,0.333333333,59,0.763159334659576,11138
Wenxingyuan Community Building 2 Unit 2,770,90,50,14,3200,53,17.08,54.83,2.43,2770,1.85207613134786e-10,41193.37109,112.52,37.86,6,0,19,3.8,7.830320956,4.8969,0.12,0.38,63,0.93959641456604,11338
Wenxingyuan Community Building 3 Unit 2,783,90,30,16,1000,38,17.08,54.83,2.43,2770,1.85207613134786e-10,41193.37109,112.52,37.86,3,0.5,6,3,7.830320956,8,0.1,0.2,63,0.93959641456604,11338
Nameless,1126,17.5,28,6.25,800,49,17.37,71.5,1.68,3883,1.43558154253043e-09,4892.974121,105.75,34.58,2,1,7,0.875,2.23442611,1.77075,0.071428571,0.25,60,0.854923784732819,10635
Nameless Community,1244,54.8,59.8,8.3,1408.8,49.86,15.966,64.9,1.92,3816.4,1.2341903055102e-09,4955.641406,106.312,35.156,6,1,34,2.478929766,2.23442611,1.7,0.100334448,0.568561873,7,0.273500949144363,10635
Nameless Community 1,1122,21,66,9,2001,46.3,17.28,71.5,1.68,3813,1.40447919960707e-09,12619.66602,105.73,34.58,5,0,21,0.742424242,2.23442611,2.2857,0.075757576,0.318181818,61,0.878099918365479,10635
Nameless Community 2,1122,21,66,7.5,720,50.8,17.28,71.5,1.68,3813,1.40447919960707e-09,12619.66602,105.73,34.58,2,1,14,0.742424242,2.23442611,1.07175,0.03030303,0.212121212,61,0.878099918365479,10635
Wutongyuan Court,936,21,50,15.75,2000,60,16.75,58.33,2.5,4171,4.80922697498887e-11,4088.232422,111.11,37.51,7,0,28,0.98,4.525735553,3.53925,0.14,0.56,51,0.746369302272797,11138
Wuli Zhuangyuan Building 15,39,54,40,10,31500,62,20.27,67,2.38,3114,3.52209678089466e-10,6908.503906,114.44,38,8,1,12,1.8,5.282647592,6.75,0.2,0.3,62,0.905580580234528,11438
Wutan Community,0,18,60,14,1400,47,20.17,66.17,2.63,2476,2.45141351662426e-10,976.1282349,116.11,38.68,5,0,24,0.8,7.227339261,2.7184,0.083333333,0.4,62,0.910950005054474,11639
Xi'an Community 1,800,34,85,13.6,4000,54,17.07,51.67,2.57,2432,2.12641015906456e-10,16323.86328,112.51,37.83,9,1,25,0.647058824,7.830320956,4.08,0.105882353,0.294117647,63,0.866991400718689,11338
Xi'an Community 2,783,73,70,12,4000,52,17.07,51.67,2.57,2432,2.12641015906456e-10,16323.86328,112.51,37.83,4,1,24,2.742857143,7.830320956,1.916666667,0.057142857,0.342857143,63,0.866991400718689,11338
Xi'an Community 3,783,81,90,13,11000,52,17.07,51.67,2.57,2432,2.12641015906456e-10,16323.86328,112.51,37.83,12,0,48,2.4,7.830320956,3.25,0.133333333,0.533333333,63,0.866991400718689,11338
Xi'an Community 1,784,63,51,8.5,5915,41,17.07,51.67,2.57,2432,2.12641015906456e-10,16323.86328,112.51,37.83,6,1,24,3.294117647,7.830320956,2.125,0.117647059,0.470588235,63,0.866991400718689,11338
Xi'an Community 2,784,81,58,13.5,2664,42,17.07,51.67,2.57,2432,2.12641015906456e-10,16323.86328,112.51,37.83,9,1,32,3.724137931,7.830320956,3.65625,0.155172414,0.551724138,63,0.866991400718689,11338
Xi'an Community 3,784,81,55,12,1300,40,17.07,51.67,2.57,2432,2.12641015906456e-10,16323.86328,112.51,37.83,7,1,24,3.927272727,7.830320956,3.5,0.127272727,0.436363636,63,0.866991400718689,11338
Xicheng Fengjing Yideyuan 18,729,18,30,7.5,600,52,17.47,60.33,2.48,3797,1.3376839913537e-10,2848.126709,113.61,37.81,2,0,4,0.4,3.745575192,3.75,0.066666667,0.133333333,56,0.896016776561737,11438
Xicheng Fengjing Yideyuan 20,729,18,30,9,600,52,17.47,60.33,2.48,3797,1.3376839913537e-10,2848.126709,113.61,37.81,1,0,3,0.6,3.745575192,2.9997,0.033333333,0.1,56,0.896016776561737,11438
Xicheng Fengjing Yideyuan 21,729,18,30,10.5,600,52,17.47,60.33,2.48,3797,1.3376839913537e-10,2848.126709,113.61,37.81,2,0,6,0.6,3.745575192,3.49965,0.066666667,0.2,56,0.896016776561737,11438
Xicheng Fengjing Yideyuan 30,729,18,30,10.5,600,52,17.47,60.33,2.48,3797,1.3376839913537e-10,2848.126709,113.61,37.81,2,0,6,0.6,3.745575192,3.49965,0.066666667,0.2,56,0.896016776561737,11438
Xicheng Fengjing Fengzeyuan,729,52,40,16,2000,52,17.47,60.33,2.48,3797,1.3376839913537e-10,2848.126709,113.61,37.81,4,0,12,1.7,3.745575192,5,0.1,0.3,56,0.896016776561737,11438
Xiguayuan Resettlement Building,1344,18,64,6.5,1241,43.5,15.03,60.5,2.08,3772,1.11149389692144e-09,7475.591797,106.68,35.54,3,0,12,0.375,2.575777329,1.625,0.046875,0.1875,62,0.803469896316528,10736
Xiguan School Family Building 1,737,18,20,6,4000,54,17.47,60.33,2.48,3797,1.3376839913537e-10,2848.126709,113.61,37.81,3,0,4,1.2,3.745575192,4.5,0.15,0.2,56,0.896016776561737,11438
Xiguan School Family Building 2,737,18,20,12,4000,54,17.47,60.33,2.48,3797,1.3376839913537e-10,2848.126709,113.61,37.81,2,0,2,0.6,3.745575192,12,0.1,0.1,56,0.896016776561737,11438
Xiguan School Family Building 3,737,18,20,9,4000,54,17.47,60.33,2.48,3797,1.3376839913537e-10,2848.126709,113.61,37.81,7,0,8,0.8,3.745575192,8.25,0.35,0.4,56,0.896016776561737,11438
Xijingyuan Xinhu Gang,1344,45,50,8.75,1794,49,15,60,2.13,3772,1.11149389692144e-09,11445.50684,106.67,35.55,3,1,8,1.44,2.575777329,3.4375,0.06,0.16,61,0.854307651519775,10736
Xixing Community,1334,78,15,7.5,250,53,15.03,60.5,2.08,3772,1.11149389692144e-09,7475.591797,106.68,35.54,2,0.5,6,5.2,2.575777329,2.49975,0.133333333,0.4,62,0.803469896316528,10736
Xixing Community 2,1334,78,15,6,375,53,15.03,60.5,2.08,3772,1.11149389692144e-09,7475.591797,106.68,35.54,1,0.5,2,3.466666667,2.575777329,3,0.066666667,0.133333333,62,0.803469896316528,10736
Xixing Community 3,1334,78,15,4.5,525,53,15.03,60.5,2.08,3772,1.11149389692144e-09,7475.591797,106.68,35.54,3,0,4,3.466666667,2.575777329,3.75,0.2,0.266666667,62,0.803469896316528,10736
Xia'an Village Resettlement Community,982,18,65,15,1365,50,16.53,60,2.45,3678,4.80922697498887e-11,236.9792786,111.13,37.56,5,0,12,0.553846154,4.525735553,5.997,0.076923077,0.184615385,58,0.759134471416473,11138
Modern City,78,96,45,10.5,4050,49,20.15,66,2.42,2679,3.27030652558236e-10,2083.497559,114.56,38.16,17,0.5,22,2.607407407,5.339318905,8.04165,0.377777778,0.488888889,62,0.921846032142639,11538
Xianghe Jiayuan Building 28,1705.16,20,40,6.75,1500,47,15.03,30.17,2.5,2081,4.62192173422693e-10,4051.734619,104.16,36.55,3,1,9,0.7875,3.216234269,2.0625,0.075,0.225,62,0.796943068504333,10437
Xianghe Jiayuan Building 2,1687.56,20,80,11.5,3000,51,15.03,30.17,2.5,2081,4.62192173422693e-10,4051.734619,104.16,36.55,3,1,12,0.35,3.216234269,2.875,0.0375,0.15,62,0.796943068504333,10437
Xianghe Community,914,18,70,12,2450,57,16.77,58,2.48,4171,4.80922697498887e-11,4088.231445,111.13,37.53,6,1,21,0.6,4.525735553,3.146,0.085714286,0.3,60,0.869727492332458,11138
Xianghe Community Building 1,1495.15,17,60,12.5,3200,55,16.12,43,1.82,2745,4.1975678488626e-10,8031.983887,103.83,36.04,3,0.5,8,0.4,6.621804697,4.875,0.05,0.133333333,62,0.8785480260849,10436
Xianghe Community Area II Building 10,1043,18,125,11.5,4200,51,14.88,38.83,3.15,2695,-4.25E-11,35443.32813,111.65,40.81,5,0,32,0.512,8.127158237,1.833266667,0.04,0.256,63,0.919885158538818,11241
Xianghe Community Area III Building 11,1034,18,50,10.33333333,1800,47,14.88,38.83,3.15,2695,-4.25E-11,35443.32813,111.65,40.81,6,0,20,0.8,8.127158237,3.111266667,0.12,0.4,63,0.919885158538818,11241
Xianghe Community Area III Building 3,1036,18,90,13.66666667,1666.666667,47,14.88,38.83,3.15,2695,-4.25E-11,35443.32813,111.65,40.81,7,0,26,0.577777778,8.127158237,3.6875,0.077777778,0.288888889,63,0.919885158538818,11241
Xiangning Jiayuan Building 1,80,36,60,12,1200,60,19.87,65.83,2.28,2703,3.52209678089466e-10,798.7449951,114.45,37.94,6,1,20,0.8,5.282647592,3.6,0.1,0.333333333,45,0.868285059928894,11438
Xiangyu Garden Community Building 14,1049,20,70,9.5,3200,48,14.88,38.83,3.15,2695,-4.25E-11,35443.32813,111.65,40.81,4,1,8,0.4,8.127158237,4.23315,0.057142857,0.114285714,63,0.919885158538818,11241
Xiangyang Area A Building 1,1201.51,15,60,9,2000,44,16.4,24.5,2.5,5411,2.53585569209847e-10,862.8996582,105.18,37.51,3,0,15,0.416666667,4.125411304,1.8,0.05,0.25,61,0.629029631614685,10538
Xiangyang Area A Building 5,1191.09,15.5,70,7,2000,42,16.4,24.5,2.5,5411,2.53585569209847e-10,862.8996582,105.18,37.51,3,1,17,0.607142857,4.125411304,1.1909,0.042857143,0.242857143,61,0.629029631614685,10538
